Exist	Tweet 	existence.confidence
0	Is Global Warming a "Crock of S*%t?" http://www.businessweek.com/lifestyle/content/jan2010/bw20100128_152091.htm	1
1	Is climate change hiding the decline of maple syrup? http://retwt.me/1LUqS (via @digg_sciences)	1
0	PM's stand on Copenhagen a snub to UN climate change secretariat - India - The Times of India http://retwt.me/1LUqH (via @Newsquicki)	1
1	African Youth Initiative on Climate Change | African Youth Initiative on Climate Change http://retwt.me/1LUpO (via @benkamorvan)	0.6354
1	RT @Qorianka So excited. In Cochabamba 4 the World ppl's Conference on Climate Change & the Rights of Mother Earth, !!! http://bit.ly/dC1Z7S	1
0	Think Progress ' Utah state representative claims climate change is a 'conspiracy' aimed at popula... http://bit.ly/b8a5rM (via @washdcnews)	0.6894
1	compliment ! Go Green Toolshed ' Blog Archive ' NASA Global Warming Alarmist ...	0.6716
0	Consensus needed for climate change accord in Mexico' http://retwt.me/1LUob (via @tinewsalert)	0.6949
1	Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://retwt.me/1LUoa (via @VectorBreak)	0.6788
0	Fuel-less, battery-less auto engine displayed in the UN-Climate Change ' http://retwt.me/1LUnJ (via @Egilacbr9)	0.6663
0	RT @TM_Climate: Climate Interactive Scorecard on the Copenhagen Accord | Teaching Climate Change Law & Policy http://retwt.me/1LUnq (via @wil_burns)	0.6794
0	Climate Interactive Scorecard on the Copenhagen Accord | Teaching Climate Change Law & Policy http://retwt.me/1LUnq (via @wil_burns)	0.6364
1	Cyberspace climate change | Permaculture.TV free video cooperative http://retwt.me/1LUmN (via @permaculturetv)	0.6403
0	RT @VRWCTexan: The great global warming collapse http://tgam.ca/Hrh (via @globeandmail)	0.7073
0	The great global warming collapse http://tgam.ca/Hrh (via @globeandmail)	0.484
1	RT @Qorianka: In Cochabamba for the World People's Conference on Climate Change and the Rights of Mother Earth http://bit.ly/Anhhb	0.6842
0	IndiaVision News - 'Consensus needed for climate change accord in Mexico' http://retwt.me/1LUiC (via @indiavisioncom)	0.6532
0	Consensus needed for climate change accord in Mexico' http://retwt.me/1LUf6 (via @India_Headlines)	0.6809
0	CentreRight: Al Gore and his followers are losing the climate change debate http://retwt.me/1LUey (via @TimMontgomerie)	1
0	Consensus needed for climate change accord in Mexico http://retwt.me/1LUex (via @HeadlinesIndia)	1
0	Are we all climate change denialists? - The Division of Needs - Jim Richardson http://retwt.me/1LUdv (via @jimrhiz)	0.6397
0	RT @fredthompson DHS cites global warming as security threat. Um. worry less about temp of planet, more about temp of terrorist undies #tcot	1
1	Digg: Is climate change hiding the decline of maple syrup? http://bit.ly/cXAjme	0.6359
0	RT @joelcomm: The Great Global-Warming Collapse - http://TwitPWR.com/Dev/  (good.. can we now get back to reality?) &lt;&lt; The "settled science"	1
0	RT @fredthompson: DHS cites global warming as security threat. Um... worry less about temp of planet, more about temp of terrorist undies.	1
0	Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel - T... http://is.gd/7Pxrw (via @csringo2138)	1
1	@pdigaudio Global warming kills.	1
1	Global Warming Wont Melt Ignorance stake  :)	0.8012
1	Global Warming Wont Melt Ignorance stake	0.6861
0	PM's stand on Copenhagen a snub to UN climate change secretariat http://bit.ly/b2XMJf	0.6842
0	Is climate change the new faith? | Simon Hoggart's week | From the Guardian | The Guardian http://retwt.me/1LU7M (via @Earth_News)	1
0	YouTube - Climate change sceptic in Australia - Lord Christopher Monckton http://retwt.me/1LU5N (via @AlterXMedia)	0.6804
0	Detectives question climate change scientist over email leaks : Federal Jack http://retwt.me/1LU5A (via @FederalJack)	1
1	@mkhammer Its surprising there is no global warming conference in Wash, D.C. this week. Usually when they talk, God answers. #tcot	0.681
0	Sea Turtle Restoration Project:Leatherback on International Climate Change Hit List http://retwt.me/1LU2D (via @geographile)	0.6372
0	Living Outside the Dialectic: UN climate change panel based claims ' http://retwt.me/1LU2e (via @Moon4ljy)	1
1	RT @rhonyk: @Qorianka Many thx 2 U Sister,for yr partcipation in the World Peoples Summit 4 Climate Change. #Indigenous #EarthRights #Global	1
0	The global warming guerrillas' by MATT RIDLEY @The_Spectator: http://bit.ly/aTO0SY #JustWrong #Climategate #glaciergate #tcot #IPCC	0.6624
0	RT @EdMorrissey: Suddenly, the British have become a lot more skeptical about global warming #tcot http://is.gd/7OQp0	0.6996
0	About Omniclimate ' The Unbearable Nakedness of CLIMATE CHANGE http://retwt.me/1LTZC (via @afashionfan)	0.7059
0	YouTube - Lord Monckton on Climate Change - Melbourne Highlights clip (2 of 2) http://retwt.me/1LTZk (via @walterray)	0.6216
1	How our belief in climate change is draining away as number of doubters rises by 10% in three months ... http://is.gd/7OGi4 (via @LaneLaura)	0.6963
0	Global Warming, Global Warning, Global Microwaving, Global Something, thats for sure, maybe. http://shar.es/aN81x via @sharethis	0.6976
1	New Facility Expected to Clarify Ecosystem Responses to Climate Change | The X-Journals http://retwt.me/1LTW7 (via @xjournals)	0.6667
0	Billions more wasted chasing the phantom menace at Heliogenic Climate Change http://retwt.me/1LTVn (via @FoxNewsMom)	0.6983
0	Feds Won't Protect Pika From Climate Change | unEARTHED, the Earthjustice blog http://retwt.me/1LTRB (via @Earthjustice)	0.7183
0	Climate Change Scepticism On The Rise? | Skip To The End http://retwt.me/1LTQm (via @Global_Changes)	0.6681
0	RT @Qorianka Actress Q'orianka Kilcher on Climate Change Act... http://bit.ly/9Wiyhz	0.6352
1	Perkins Coie - News / Publications - Updates DetailDoes Climate Change Affect Your Busin... http://tinyurl.com/yhlbk3w (via @PerkinsCoieLLP)	1
0	The International Law Firm of Fulbright & Jaworski - "Climate Change Post-Copenhagen: Where Do We Go ... http://is.gd/7O6I2 (via @Fulbright)	1
0	Climate Change Should Not Be the Focus of Homeland Security | The Foundry: Conservative Policy News. http://retwt.me/1LTP6 (via @scullifer)	0.6664
1	Videos: How we know humans are changing the climate and climate change is a clear and present danger http://retwt.me/1LTL9 (via @350dotorg)	0.6607
1	Climate change to have dramatic impact on hydropower | Technology Solutions for Home - Smart... http://tinyurl.com/yama46k (via @itsforhome)	1
1	Implications of incorporating air-quality co-benefits into climate change policymaking http://retwt.me/1LTKo (via @drgrist)	0.6268
1	Is climate change hiding the decline of maple syrup? : Nature News http://retwt.me/1LTK1 (via @NatureNews)	0.6657
0	Accenture at UN Climate Change Conference http://retwt.me/1LTHj (via @Accenture)	0.7077
0	I predict after a few more years of 10% unemployment, the people will jail many of the Democrats behind "Global Warming" #teaparty	0.6186
0	http://bit.ly/czJOXE ;P Global warming??? global warming	1
0	globalwarming Global warming???	0.6531
0	Oh My! 30" of snow for D.C area! http://bit.ly/bktjuE Look out Virginia it's Global Warming! :) Go hug a tree and buy a Toyota Prius!	0.6749
0	#tcot #news : Majority Now Disbelieve Man-Made Global Warming Propaganda http://bit.ly/c9nvkK (via @survivalstation)	1
0	OMG!  Al Gore forgot to tell Mother Nature that she can't have a Blizzard when Global Warming is occurring!!!	1
1	;P Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion global warming http://bit.ly/dxIaFb	1
0	RT @MikeLowthorp: @JuliaChicken  Climate Change is the New Phrase. Global Warming was last month	0.6784
1	global warming solutions Global warnings http://bit.ly/bMkeUV	0.6727
1	@JuliaChicken  Climate Change is the New Phrase. Global Warming was last month	0.4577
0	How much $ have we saved due to todays snow storm in DC.  Isn't global warming a wonderful thing? #tcot #rnc	0.4908
0	Sec Clinton admitted that US funding for #climate change may not be additional, said it's up to Congress: http://is.gd/7LY8L (skip to 54:00)	1
0	[our @Qorianka ] @boliviaun Watch Pocahontas Star Interviewed at Climate Change Conference in Bolivia  http://bit.ly/bkaByk #cmpcc	1
1	Is climate change hiding the decline of maple syrup? : Nature News http://retwt.me/1LTpM (via @NatureNews)	0.6578
0	New #bookmark Study Climate Change http://bit.ly/dpBNAl	0.7043
1	@oddruneh #Climategate is what they R calling #Global #Warming in the #UK - just saw it #online....LOL  I didN'T coin that term... #weather	0.4628
0	No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN	0.4913
1	RMetS meeting: Some new perspectives on climate change   13th Feb  http://www.rmets.org/events/detail.php?ID=4411	0.677
1	India forms new climate change body because it 'cannot rely' on the IPCC...so who can? @TelegraphNews: http://bit.ly/anxYbU #JustWrong	0.6539
1	RT @EnergyCollectiv Beyond Brokenhagen: Business and Climate Change in the Post-Copenhagen Era http://is.gd/7u6yW	1
0	Explore the relationship between climate change messages and the behaviour of readers in WIREs Climate Change http://bit.ly/akzLwn	0.6663
1	Astronaught posts beautiful pic of the Maldives from space http://twitpic.com/115sjc - islands set to sink due to impacts of #climate change	1
1	global warming http://bit.ly/dwthqd :O Bill Blocking EPA Authority to Curb Global Warming Pollution an	0.8433
1	Just How Entertaining Can Climate Change Really Be? : TreeHugger http://retwt.me/1LT4c (via @moneyflower)	0.6972
0	http://bit.ly/aSfWMt Do you believe in Global Warming  Al Gore  Democratic Ideas is it influencing how you will... al gore global warming :O	1
0	Just How Entertaining Can Climate Change Really Be? | Humanitarian News http://retwt.me/1LSZy (via @NewsOnGreen)	0.6984
1	How Is Denying New Info on Abstinence Any Different from Denying Climate Change?: It's been a bloody week in the c... http://bit.ly/blCOCs	0.6407
1	Head of IPCC insists science behind climate change remains valid - Telegraph http://retwt.me/1LSWM (via @TelegraphWorld)	0.6494
1	What does Climate Change mean for Arab countries? - Arab Environment Watch http://retwt.me/1LSTU (via @batirw)	1
0	Climate change is not an environmental issue - SWEDEN.SE http://retwt.me/1LSSl (via @swedensustblog)	0.5094
0	India pulls out of UN climate change body and forms its own http://su.pr/2WRLC7 #tcot #climatechange	1
1	http://bit.ly/bxMwb8 :) What can our families do to help stop global warming? stop global warming	1
1	stop global warming http://bit.ly/bxMwb8 What can our families do to help stop global warming? ;O	1
1	Mistakes in Climate Report Fuel Skepticism: Scientists Say Small Errors Do Not Change the Reality of Global Warmin... http://bit.ly/cKkbrL	0.6462
0	Video: Fuel for Climate Change Skeptics: The UN's climate chief admitted scientists made mistakes in a major study... http://bit.ly/cRCYoW	0.6912
0	India to have own panel on climate change: Jairam Ramesh- Hindustan Times http://retwt.me/1LSPE (via @Indiaclimate)	0.6927
0	@bdgrlaw  Global warming -- MOL	0.7067
0	logical analysis :P Niche Modeling ' Disproving Global Warming II	1
1	The Global Climate: Yes, Its Still Warming stop global warming :) http://bit.ly/b2du4M	1
1	TelegraphNews India forms new climate change body  http://ow.ly/1o7IZC  (India says 'cannot rely' on UN IPCC panel)	0.6607
0	India forms new climate change body - Telegraph http://retwt.me/1LSIi (via @mijadedios)	1
0	No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN	0.6803
0	Want to play golf tomorrow, but think "Global Warming" won't let me. Remains very cold for Houston. #tcot, #right, #rightblogs, #teaparty	1
1	GeoEngineering as a Potential Part of the Climate Change Solution http://bit.ly/csy3ih #susty	1
0	California Climate change law takes potential whack http://bit.ly/coIh14	0.6814
1	Climate change has high costs and very distributed benefits	1
1	Saving endangered species: it\'s the economy global warming	1
1	Another DC blizzard?! Yet another consequence of global warming.	0.65
1	Predicting future climate change via 4000 year old sediments http://retwt.me/1LSuN (via @AngelWardriver)	1
1	U.N. climate change body blasted -- by Greenpeace? | Washington Examiner http://retwt.me/1LSuM (via @examinerpolitic)	0.6595
0	Climate Change Scientific Consensus Cloudy as Ever | The Foundry: Conservative Policy News. http://retwt.me/1LSrQ (via @scullifer)	0.683
0	EU Referendum: British Council spends •_£3.5 million on climate change propaganda http://retwt.me/1LSjS (via @afashionfan)	0.6996
0	Climate change alternative - see video - http://www.youtube.com/watch?v=dKoUwttE0BA	0.673
0	Diigo link: How climate-change fanatics corrupted science (Michael Barone, RCP) http://bit.ly/deXp1u	1
0	India to have own panel on climate change: Jairam Ramesh - India - The Times of India http://retwt.me/1LShz (via @news_in)	0.671
1	;O One of the proposed solutions to global warming is to grow a large number of trees. This... global warming solutions http://bit.ly/9m2Qfp	1
0	NASA Extends Cassini's Fly-bys of Saturn to Focus on Seasons & Climate Change http://tinyurl.com/ydqh4nl (via @new_headline)	0.6627
0	India to have own panel on climate change: Jairam Ramesh- Hindustan Times http://retwt.me/1LSeg (via @htTweets)	0.6578
0	Diigo: RealClearPolitics - How Climate-Change Fanatics Corrupted Science: Tags: Ecomental Posted by: loseaneye http://bit.ly/dCqOnS	1
1	Profession must lead the way on climate change - Accountancy Age http://retwt.me/1LScQ (via @IFRSAdvantage)	1
1	Canada's Wolverine Population Declines As Result Of Climate Change http://retwt.me/1LSct (via @ebelgreen)	0.6443
1	fossile Debunking the Deniers of Global Warming, page 1	1
0	BETA: Labor Connect: Libs policy does not address climate change | Labor Connect http://retwt.me/1LS6V (via @politicalfiend)	0.3524
1	RT @democracy_now: Actress Q'orianka Kilcher on Climate Change Activism: Public Figures and Celebrities "Have a Responsibility to Help ' http://bit.ly/cY41H2	1
1	Climate change benefits | Humanitarian News http://retwt.me/1LS4A (via @NewsOnGreen)	0.6573
0	The politics of climate change | Magazine | Progress http://retwt.me/1LS3A (via @Progressonline)	0.6774
0	India to have own panel on climate change: Jairam Ramesh http://retwt.me/1LS3e (via @HeadlinesIndia)	0.6666
0	How the media is tricked into 'balance' on climate change http://retwt.me/1LS2h (via @libcon)	0.6675
0	No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN	0.6482
1	energy absorption   Innovation has climate change in hand | COSMOS magazine	0.6786
1	How to Shape a Global Approach to Climate Change: More Davos, Less Denmark | Humanitarian News http://retwt.me/1LRXI (via @NewsOnGreen)	0.6872
0	India asks G-77 to stay united over climate change talks- International Business-News-The Econ... http://bit.ly/b9nfkH (via @ETIntlBusiness)	0.6667
1	RT @TM_Climate: Climate Change and the Amazon Rainforest http://retwt.me/1LRVk (via @mongabay)	1
1	Climate Change and the Amazon Rainforest http://retwt.me/1LRVk (via @mongabay)	0.6642
1	"YouTube - Defense department has global warming funds" ( http://bit.ly/dq937Z )	0.6596
1	:O  do you know any ways we can help stop global warming? global warming	1
1	"Forests are growing faster, ecologists discover; Climate change appears to be driving accelerated growth" ( http://bit.ly/afk8yz )	1
0	#snOMG has no more link to #climate change than did those 100s of stories about warm weather. Where were whiners then? #TCOT #TLOT	1
1	Hill devotes article to baseless global warming attacks, Gore bashing http://dlvr.it/1gGj	1
0	RT @washdcnews: Sarah Palin calls global warming studies 'snake oil science.' http://dlvr.it/1gFF	0.6738
0	Hill devotes article to baseless global warming attacks, Gore bashing: http://bit.ly/arGDYw #p2 #noisemachine #climate	0.5326
0	Sarah Palin calls global warming studies 'snake oil science.' http://dlvr.it/1gFF	0.6678
1	Good item by The Hill's Ben Geman on arguments about D.C. snow and climate change (http://is.gd/87hnh)	0.6842
1	Does snow mean global warming's over?: By Juliet Eilperin With all this snow, people are yet again wondering what ... http://bit.ly/9aTp4x	0.5872
0	Will the Iceland Volcano Impact Global Warming? http://goo.gl/fb/xPE2E  #urbanism	0.6505
1	added Patrick Parenteau (Vermont Law School) to our Feb. 22 webinar on disclosing climate change business impacts - http://bit.ly/aRb8gc	1
1	Flashback global warming leads to lack of snow http://www.breitbart.tv/flashback-clips-snow-levels-cause-democrats-to-demand-urgent-action/	1
1	RT @Heritage new Foundry post: The DC Blizzard:  More proof of Global Warming! http://bit.ly/alKBnE #snomas #snoverit #snomg #snotorious	0.6934
1	RT @acarvin: RT @BorowitzReport: FUN GAME: Next time someone says "So much for global warming," push them into a snowdrift and run away.	0.6568
1	Interesting... RT @Heritage The DC Blizzard:  More proof of Global Warming! http://bit.ly/alKBnE	1
1	The DC Blizzard: More proof of Global Warming! | The Foundry ...: The Foundry promotes  conservative policies and ... http://bit.ly/alKBnE	0.4863
1	@Adam4004 That's sort of beside the point. People are acting like a winter storm in the mid-Atlantic disproves global warming. It doesn't.	1
1	RT @TreeHugger: Worth reminding people: Al Gore •__ Global Warming http://bit.ly/9hFowz #climate	0.664
0	@AudreyJones when it gets cold its global warming, when it gets hot its global warming, when its warm its global warming what am i missing?	0.6674
0	RT @Heritage: new Foundry post: The DC Blizzard:  More proof of Global Warming! http://bit.ly/alKBnE	0.6535
0	RT @democracy_now: Amy Goodman and Dem Now is heading to Bolivia for World People's Conference on Climate Change. Tune in #WPCCC #Cochabamba	0.6739
0	@radishthegreat uh. sun rise in east. global warming ugh. global warming make sky blue. uh. we make sacrifice to great god of global warming	0.6546
1	Post Carbon: Does all this snow mean that global warming is over? http://bit.ly/9EhObE #snowverkill #snowpocalypse	0.8241
0	Flashback:  Dems blame *lack* of snow on global warming #tcot http://is.gd/873De (via @EdMorrissey)	0.6756
1	RT @OakRidgeLabNews Global Warming: Survival Of The Fittest #climate #CO2 http://bit.ly/aGYsX0 // Awesome. Evidence = good	0.6882
1	I think we should all contact the Senate and complain because they cancelled the Global Warming hearing.  Pisses me off :-)	0.6515
0	@discogryphon This seems to be our year for snow. I'm sure global warming is involved. It is with everything you know.	0.6768
1	RT @Heritage The DC Blizzard:  More proof of Global Warming!: We knew this was coming eventually.  It came from Br... http://bit.ly/dkV3Gk	0.6729
1	new Foundry post: The DC Blizzard:  More proof of Global Warming! http://bit.ly/alKBnE	0.7357
1	RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN #green #climate #smh	1
0	Physicist destroys Time mags Global warming causes snowstorms story http://bit.ly/9e5tsE /great catch! Brrr. (RT @redostoneage) #tcot #tpn	0.6786
1	Actress Q'orianka Kilcher on Climate Change Activism: Public Figures and Celebrities "Have a Responsibility to Help ' http://bit.ly/cY41H2	1
1	@glennbeck trying to make a bs point about the snow/global warming http://bit.ly/d0PfAH	0.6894
1	@Mac80537 Climate change theory never predicted that winter would go away. #climate #p2	0.6749
1	RT @seei: Snowstorm: E Coast Blizzard Tied to Climate Change - @TIME http://bit.ly/9TRnGU	0.7058
1	@Mac80537 Climate change theory has long predicted increased ocean temp would lead to more sever storms.	1
0	No Chicken Little, the sky is not falling. That's just more global warming falling in DC. Brrr! @greggutfeld #redeye @andylevy @billschulz	0.6445
1	Fighting Climate Change is a Business Model Cool Green Science The Conservation Blog of The Nature Conservancy http://shar.es/aLMd7	0.6782
0	Man! I wish there was such a thing as global warming! #snowpocalypse #snowmaggedon	1
0	RT @tracytran: 2010 East Coast Snowfall Blamed on Global Warming? http://goo.gl/jlUo	0.6743
0	Helping D.C. dig out from all the snow- I mean global warming we've got? RT @PepperScottie Where is Al Gore anyway? No where to be seen.	0.694
1	RT @WWFUS Climate Denial Crock of the Week: "It's cold. So there's no Climate Change" http://bit.ly/9K0yih #climate	1
0	Checking in on Bolivia Climate Change Summit streamed in Second Life http://maps.secondlife.com/secondlife/OneClimate/10/250/23	0.7308
1	Fox News has Al Gore's book on global warming in the snow during one of their "straight news" shows.	1
1	Climate Denial Crock of the Week: "It's cold. So there's no Climate Change": With Washington, ... http://bit.ly/9K0yih #climate #WWFUS #WWF	0.7044
1	Climate Denial Crock of the Week: "It's cold. So there's no Climate Change" http://bit.ly/9K0yih #WWFUS #WWF #climate	1
0	2010 East Coast Snowfall Blamed on Global Warming? http://goo.gl/jlUo	0.6916
0	Cant wait to see Dr Keyes again, Stan! @stansolomon DC SNOWS OBAMA & GLOBAL WARMING ACTIVIST http://bit.ly/9ayycQ #tpn	0.6814
0	2:30 min Vid: DC SNOWS OBAMA & GLOBAL WARMING ACTIVIST http://www.youtube.com/watch?v=FMciNEcHTBY #tcot #teaparty #sgp #gop @glennbeck	0.5209
0	FOX  "You can't make this stuff up": Senate Hearing on Global Warming Cancelled due 2 weather. It ain't warm weather either lemme tell U.	1
0	From Timeswatch.org: Editorial Page That Harps on 'Grave Threat' of Climate Change Accuses GOP of Fearmongering Ter... http://ow.ly/16xYOV	0.519
1	New on http://ekwire.com -- Heavy Snow Events:  Not a Contradiction to Global Warming Theory  -- http://ow.ly/15Ytv	1
0	New Federal Climate Change Agency Announced HuffPost - http://bit.ly/aU458Z	0.6834
0	RT @wwwfoecouk: Tackling climate change must be achieved through bold strategies. ......Yeah.  Let's cut off part of the sun!	0.6944
1	It's official: This is snowiest winter on record for DC. But hey, climate change is probably fake, right... http://is.gd/86P86	1
1	Snowstorm: E Coast Blizzard Tied to Climate Change - @TIME http://bit.ly/9TRnGU	1
1	These people who say a huge snow storm mean climate change isn't real need to look up climate change.  Seriously, what idiots.	0.6736
1	RT @uscan: D.C. snowstorm: How global warming makes blizzards worse (@TIME) #climate #snowmageddon http://bit.ly/aOTK6S	0.669
0	So much for global warming... RT @mmorg9yd: snowiest winter ever in dc.  broke a 110 year old record.	1
0	Short Vid, 2010 Snowmageddon: DC Snows Obama & Global Warming Activist http://bit.ly/9pYsgf #openDC	0.6765
1	Article: If #climate change researchers sound alarmist, it's b/c they're alarmed (The Globe and Mail) http://tr.im/NEEO	1
0	THANKS! Its not global warming! RT @RosanneMF: Snowstorm: E Coast Blizzard Tied to Climate Change - @TIME http://bit.ly/9TRnGU (via @emmzee)	1
1	RT @gemswinc: RT @Milieunet: D.C. Snowstorm: How Global Warming Makes Blizzards Worse - Yahoo! News http://goo.gl/z8ka	1
0	Obama's Defense Strategy Includes Climate Change http://bit.ly/dzSxHk #fb	0.6971
0	The Minister for coal out of step with climate change action http://url4.eu/2nB3v	1
0	RT @KEder: RT @glynnu: Senate global warming hearing cancelled due to weather. (Yes you can laugh out loud)  http://bit.ly/9iHiVZ #tcot	0.6822
1	RT @contessabrewer: @newsbusters That's not what I said.  I said that snowstorms don't refute global warming. (RE: http://ow.ly/162Vy)	1
1	RT @contessabrewer: @newsbusters That's not what I said.  I said that snowstorms don't refute global warming. (RE: http://ow.ly/162Vy)	0.6387
1	Short Vid, 2010 Snowmageddon: DC Snows Obama & Global Warming Activist http://bit.ly/9pYsgf #tcot #teaparty @senjohnmccain	0.4785
0	2010 East Coast Snowfall Blamed on Global Warming? http://ow.ly/162Gl	0.6621
0	Global Warming Activist "Snowmageddon is result of warming+moisture" Asked why Snow King Syracuse NY has no snow, they reply "Uh" #tcot #gop	0.7162
0	RT @glynnu: Senate global warming hearing cancelled due to weather. (Yes you can laugh out loud)  http://bit.ly/9iHiVZ #tcot	0.681
1	RT @linkspolitik: RT @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2	0.6445
0	Short Vid, 2010 Snowmageddon: DC Snows Obama & Global Warming activist http://bit.ly/9pYsgf #tcot #teaparty @majoratwh	0.6486
0	@hippojuicefilm If this is global warming I'm venting all the refrigerants from my AC units to increase greenhouse gasses NOW!	0.6449
0	The Minister for coal out of step with climate change action http://url4.eu/2nB44	0.6829
0	New on http://ekwire.com -- Senate Offers Some Hope for Legislation to Address Climate Change -- http://ow.ly/15YqI	0.6803
0	I think I understand why climate change causes more snow, but try selling it to people by calling it global "warming?" yea, GOOD LUCK!!!!	0.6391
0	@theaarondouglas Don't forget that a few years ago, people were claiming a lack of snow in DC was due to Global Warming. Fix your message.	1
1	The Great Thing About Global Warming http://dlvr.it/1fh1	1
1	Short Global Warming VID: DC SNOWS OBAMA.. http://www.youtube.com/watch?v=FDNWoZecHjg @seanhannity @glennbeck @specialreport #climatechange	0.3442
0	Short Vid, 2010 Snowmageddon, DC Snows Obama & Global Warming activist http://www.youtube.com/watch?v=FDNWoZecHjg #tcot #teaparty @foxnews	0.6534
1	@larry411 TY for making it clear it's global climate change-- big storms like this part of package. Although this is prob. just el nino yr.	1
0	35" of Global Warming knocks down a 50 year old tree! #capandtrade @andylevy @greggutfeld #redeye #msnbc #fox http://tweetphoto.com/10972001	0.6321
1	35" of Global Warming knocks down 50 yr old tree in DC #tcot #tlot @gopwhip @specialreport @gretawire @senate http://tweetphoto.com/10972215	0.6703
1	35" of Global Warming knocks down a 50 year old tree! @seanhannity #tcot #teaparty #sgp @glennbeck @foxnews @ http://tweetphoto.com/10972001	0.6645
1	CLIMATE CHANGE: Voice of Civil Society Loud and Clear in Cochabamba: SANTIAGO, Apr 19 (Tierram•__rica) - The success... http://bit.ly/9ZYcgQ	0.627
0	Hot Air Video: MS-NBC's Brewer claims heavy snowfall proves global warming: Give credit to MS-NBC's meteorologist,... http://bit.ly/bT3uWd	0.6471
1	@gounian Thanks I agree! It is sad that many are unwilling to accept the truth of climate change.	1
1	RT @spcghst440: @MSNBC's @ContessaBrewer Pretty Sure DC Snowstorms Caused by Global Warming... http://bit.ly/93QaDO #tcot	0.6803
0	I wish I could've bet money today on @Politico having a "it's cold here so there's no global warming" story in its front page. #climate	0.697
1	How R U working 2 reduce UR carbon footprint?We'd love 2 hear from U.Demand action against climate change by signing up @ www.EarthHour.org	0.6684
1	@zrecsmom That's why it's called climate change, not global warming!  :) Turn on jazz....	0.6694
0	news:Global deal on climate change in 2010 'all but impossible' http://bit.ly/9IVVdY	0.6681
1	Damn global warming-melting the ice caps, turning DC into the tundra. This winter is DONE! Please don't mess my summer...please.	1
1	Scientists seek better climate report http://is.gd/86vk0 RT @howardweaver "How 'Global Warming' Makes Blizzards Worse" http://bit.ly/b5ymOf	0.6645
1	RT @digg_sciences: "D.C. Snowstorm: How Global Warming Makes Blizzards Worse" - http://digg.com/d21IMto?t10	1
0	Bolivia hosts 'people's' climate change event (AFP) http://nxy.in/sv7r1	0.684
0	Top 10 bad ideas #2 John Brennan writing oped for USA Today on global warming	0.6896
1	MSNBC's Ratigan takes on the "snow means no global warming" nonsense of climate deniers http://bit.ly/9bxzdz (via @TreeHugger)	0.6912
0	Top 10 bad ideas #4 al gore global warming book event in DC tomorrow	0.6866
1	RT @Noreen1 Does #GOP really think snowstorms disprove #climate change? Yup. @bradplumer shows how idiotic that is http://bit.ly/bzv5iS	1
0	Top 10 bad ideas #8 have NBC late nite executives supervise toyoto engineers and UN global climate change scientists	0.4224
0	Top 10 bad ideas #9 have toyoto safety engineers work on climate change at UN	0.6421
1	RT @Noreen1 Does #GOP really think snowstorms disprove #climate change? Yup. @bradplumer shows how idiotic that is http://bit.ly/bzv5iS	1
0	RT @The_Producer14: Climate-change legislation buried under record snowfall in capital - TheHill.com http://bit.ly/bFx6yi	1
1	DC: "OK already, we believe in Climate Change!" http://bit.ly/bxOguT Snow continues to pile up. What's the reason?	0.6714
1	Flakes: Global Warming Deniers Use Massive Snowstorm as Ammo http://ow.ly/16xWC8	1
1	Global Warming: Climate Scientists Investigate Lost Heat|A new article in 'Science' explores the mystery of the .. http://oohja.com/xbdHV	0.6889
0	RT @keder    RT @bglscout: Climate change, weather, what's the difference? #tcot #teaparty #glennbeck	1
0	RT @bglscout: Climate change, weather, what's the difference? #tcot #teaparty #glennbeck	0.6676
1	RT @lauraolin: Why #snowverkill is evidence for - not against - global warming: http://bit.ly/cEMCAi	0.6596
1	Alternative futures of a warming world: Potential human responses to climate change will be integrated into future... http://bit.ly/b8o5m0	1
1	Global warming resp. for massive blizzards (Time) http://bit.ly/cgQGIv	1
0	The Hill Online yesterday: Record snowfall has buried Washington & along w/ it buried chances of passing global warming legislation this yr	1
1	What The #Snowpocalypse Tells Us About Global Warming | The New Republic: http://bit.ly/bzv5iS #DC #NOVA #ClimateChange	0.6271
0	3' of snow fell in DC in 1772 & the govt didn't enact federal programs to combat 'climate change" #climategate #tcot http://j.mp/cmKXTB	0.6936
0	Hunger in the News: Climate change causes wolverine decline across Canada http://bit.ly/cZbfqn	0.6467
0	Snowmaggedon shuts down Federal Government - @algore reassess his Global Warming hoax. #snowpocalypse #tcot #p2 http://tinyurl.com/ygws7ne	0.6356
0	Global Warming: Climate Scientists Investigate Lost Heat|A new article in 'Science' explores the mystery of the .. http://oohja.com/xbdCG	0.6894
0	@TeriChristoph Don't be cruel - it's the effects of Al Gore's Global Warming! @MelissaTweets #snowpocalypse	1
0	White House Responds to L.A. Times Backing Off on Climate Change' Editorial http://ow.ly/16xTqJ	0.6787
